   5  20   1   4   0   1   0  85   1
  1.0000   .9678   .9356   .9034   .8712
   29.79   29.79   29.79   29.79   29.79
   24.10   23.32   22.55   21.77   20.99
   .1800   .1900   .2000   .2100   .2200
   .2837   .2791   .2794   .2787   .2768
   70.00   61.00   57.00   52.00   46.00
   19.40   20.07   20.73   21.36   21.97
    1.85    1.90    2.00    2.10    2.15
     .50     .50     .50     .50     .50
    1.00    1.00    1.00    1.00    1.00
